,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking
,"вул. Минайська, 25",67000,74,3,Ужгород,"Станційний
                        ·",5,905,0,0,0,0,0,0
,"вул. Підгірна, 28",185000,170,5,Ужгород,"Центр
                        ·",2,1088,0,0,0,0,0,0
,"вул. Шевченка, 1",95000,73,3,Ужгород,"Великий Галагов
                        ·",5,1301,0,0,0,0,0,0
,"вул. Руська, 30",65000,39,1,Ужгород,"Центр
                        ·",3,1667,0,0,0,0,0,0
,вул. Мотрі Братійчук(Осипенко),95000,80,2,Ужгород,"Компотний
                        ·",4,1188,0,0,0,0,0,0
,"вул. Ігоря Сікорського(Можайського), 16",55000,73,3,Ужгород,"П'яний базар
                        ·",8,753,0,0,0,0,0,0
,"вул. Собранецька, 26",73700,67,2,Ужгород,"БАМ
                        ·",2,1100,0,0,0,0,0,0
,"вул. Подружжя Ганичів(Гвардійська), 51",78000,54,2,Ужгород,"Компотний
                        ·",5,1444,0,0,0,0,0,0
,"вул. Швабська, 21А",95000,75,2,Ужгород,"Центр
                        ·",3,1267,0,0,0,0,0,0
,"вул. Баб'яка, 1",49500,45,1,Ужгород,"Новий
                        ·",4,1100,0,0,0,0,0,0
,"вул. Гленца, 10",155000,84,2,Ужгород,"Великий Галагов
                        ·",2,1845,0,0,0,0,0,0
,"вул. Гоголя, 1",49000,49,3,Ужгород,"Центр
                        ·",1,1000,0,0,0,0,0,0
,"вул. Швабська, 58",51000,55,3,Ужгород,"Центр
                        ·",1,927,0,0,0,0,0,0
,центр Старий,90000,78,2,Ужгород,"Малий Галагов
                        ·",4,1154,0,0,0,0,0,0
,"Белінського , 1",75000,53,1,Ужгород,"Центр
                        ·",2,1415,0,0,0,0,0,0
,вул. Хіри Олександра,115000,107,3,Ужгород,"Боздош
                        ·",5,1075,0,0,0,0,0,0
,"вул. Климпуша, 5",79000,109,3,Ужгород,"Боздош
                        ·",6,725,0,0,0,0,0,0
,"вул. Заньковецької, 25",65000,65,3,Ужгород,"Станційний
                        ·",3,1000,0,0,0,0,0,0
,"просп. Свободи, 51",63000,58,3,Ужгород,"Центр
                        ·",5,1086,0,0,0,0,0,0
,вул. Тихого,45000,45,2,Ужгород,"Станційний
                        ·",3,1000,0,0,0,0,0,0
,вул. Добрянського,120000,105,2,Ужгород,"Центр
                        ·",5,1143,0,0,0,0,0,0
,"вул. Климпуша, 2В",48000,50,1,Ужгород,"Боздош
                        ·",5,960,0,0,0,0,0,0
,"вул. Собранецька, 150А",74000,74,2,Ужгород,"БАМ
                        ·",3,1000,0,0,0,0,0,0
,вул. Івана Чендея(Висока),73000,58,1,Ужгород,"Центр
                        ·",1,1259,0,0,0,0,0,0
,"вул. Володимирська, 90",64000,61,2,-,Ужгород,3,1049,0,0,0,0,0,0
,"вул. Василя Гаджеги(Радіщева), 7",54500,41,1,Ужгород,"Боздош
                        ·",4,1329,0,0,0,0,0,0
,"Восьмого Марта, 28",48500,57,2,Ужгород,"П'яний базар
                        ·",1,851,0,0,0,0,0,0
,вул. Станційна,32000,47,2,-,Ужгород,4,681,0,0,0,0,0,0
,вул. Бачинського,57000,46,1,Ужгород,"Центр
                        ·",3,1239,0,0,0,0,0,0
,"вул. Лінтура, 10",65000,51,1,Ужгород,"Боздош
                        ·",2,1275,0,0,0,0,0,0
,вул. Насипна,85000,73,3,Ужгород,"Центр
                        ·",3,1164,0,0,0,0,0,0
,Восьмого Березня,45000,49,2,Ужгород,"П'яний базар
                        ·",9,918,0,0,0,0,0,0
,вул. Погорєлова,110000,102,3,Ужгород,"Новий
                        ·",4,1078,0,0,0,0,0,0
,"вул. Університетська, 7",69000,50,2,Ужгород,"БАМ
                        ·",5,1380,0,0,0,0,0,0
,"вул. Чорновола, 1",117000,117,3,Ужгород,"Новий
                        ·",5,1000,0,0,0,0,0,0
,"вул. Ракоці Ференца, 10",65000,56,3,Ужгород,"Малий Галагов
                        ·",2,1161,0,0,0,0,0,0
,"вул. Капушанська, 6",76500,68,3,Ужгород,"Вербник
                        ·",3,1125,0,0,0,0,0,0
,"просп. Свободи, 30А",42000,44,2,Ужгород,Ужгород,3,955,0,0,0,0,0,0
,"вул. Корзо, 10",150000,150,5,Ужгород,"Центр
                        ·",2,1000,0,0,0,0,0,0
,"вул. Героїв Майдану, 194-А",83011,87,2,Чернівці,"Шевченківський
                        ·",7,950,0,0,0,0,0,0
,"вул. Київська, 12",60000,68,3,Чернівці,"Шевченківський
                        ·",1,882,0,1,1,0,0,0
,"вул. Руська, 229Б",74160,103,3,Чернівці,"Першотравневий
                        ·",9,720,0,0,0,0,0,0
,"вул. Руська, 236Б",53325,71,2,Чернівці,"Першотравневий
                        ·",10,750,0,0,0,0,0,0
,вул. Комарівська,95000,107,3,Чернівці,"Роша
                        ·",3,888,1,0,0,0,0,0
,вул. Чехова Антона,37000,40,1,Чернівці,Чернівці,4,937,0,0,0,0,1,0
,просп. Незалежності,60900,57,3,Чернівці,"Шевченківський
                        ·",4,1072,0,0,1,1,0,0
,вул. Головна,90000,100,4,Чернівці,"Шевченківський
                        ·",7,896,0,0,1,0,0,0
,"вул. Руська, 245",95000,124,6,Чернівці,"Гравітон
                        ·",6,766,0,0,1,0,0,0
,"вул. Немирівська, 1Н",38000,45,1,Чернівці,"Гравітон
                        ·",1,844,0,0,1,0,0,1
,"вул. Руська, 211",48516,40,1,Чернівці,"Першотравневий
                        ·",8,1200,0,0,1,0,0,0
,"вул. Незалежності, 125А",101700,113,3,Чернівці,"Проспект
                        ·",9,900,0,0,0,0,0,0
,"вул. Руська, 238",87220,125,3,Чернівці,Чернівці,3,700,0,0,0,0,0,0
,"вул. Тихорецька, 22",36000,43,2,Чернівці,Чернівці,1,837,0,0,1,0,0,0
,"вул. Заньковецької Марії, 15",89500,94,3,Чернівці,"Центр
                        ·",4,952,0,0,0,0,1,0
,вул. Сосюри Володимира,59000,60,3,Чернівці,"Шевченківський
                        ·",1,983,0,0,1,0,0,0
,"вул. Хотинська, 49Б",31000,29,1,Чернівці,"Хотинський
                        ·",4,1054,0,0,1,1,0,0
,"вул. Кармелюка Устима, 21",49500,66,1,Чернівці,"Центр
                        ·",3,750,0,0,0,0,0,0
,"2-й пров. Кармелюка Устима, 8",43500,46,2,Чернівці,"Шевченківський
                        ·",2,946,0,0,0,0,0,0
,"вул. Чорноморська, 4А",110000,91,3,Чернівці,"Центр
                        ·",3,1209,0,0,0,0,0,0
,вул. Кармелюка Устима,54000,77,2,Чернівці,"Центр
                        ·",4,701,0,0,0,0,1,0
,"вул. Залозецького Володимира, 113",53480,74,3,Чернівці,"Першотравневий
                        ·",5,752,0,0,1,0,1,0
,вул. Шептицького Андрея Митрополита,91818,121,3,Чернівці,"Центр
                        ·",2,751,0,0,1,0,1,0
,вул. Воробкевича Сидора,31500,34,1,Чернівці,"Паркова зона
                        ·",7,940,0,0,0,0,0,0
,вул. Корнія Товстюка(Достоєвського Федора),69000,70,3,Чернівці,"Паркова зона
                        ·",1,986,0,0,0,0,0,0
,"вул. Щербанюка Олександра Героя України, 79",60360,50,1,Чернівці,Чернівці,1,1200,1,0,0,0,1,0
,"просп. Незалежності, 116Е",73500,56,2,Чернівці,"Проспект
                        ·",3,1313,1,0,1,0,0,0
,"вул. Науки, 1",117020,117,4,Чернівці,"Шевченківський
                        ·",9,1000,0,0,0,0,0,0
,"пров. Смотрицький, 14",44968,56,2,Чернівці,"Першотравневий
                        ·",2,800,0,0,0,0,0,0
,"вул. Науки, 14",79381,93,4,Чернівці,"Шевченківський
                        ·",9,850,0,0,0,0,0,0
,вул. Вокзальна(Гагаріна Юрія),45000,65,2,Чернівці,"Гагаріна
                        ·",3,692,0,0,0,0,1,0
,"вул. Ентузіастів, 11",95000,96,3,Чернівці,Чернівці,5,993,0,0,0,0,0,0
,"вул. Ясська, 12",42000,38,2,Чернівці,"Проспект
                        ·",1,1105,0,0,1,0,0,0
,вул. Шумпетера Йозефа,92000,90,3,Чернівці,"Шевченківський
                        ·",5,1022,0,0,0,0,0,0
,вул. Ентузіастів,52000,72,3,Чернівці,"Шевченківський
                        ·",2,722,0,0,0,1,0,0
,"вул. Донбасівська, 3",38000,35,1,Чернівці,"Шевченківський
                        ·",1,1086,0,1,0,0,0,0
,вул. Фрунзе Михайла,117000,86,3,Чернівці,"Шевченківський
                        ·",2,1357,0,0,1,0,1,0
,вул. Стеценка Кирила,35000,41,1,Чернівці,"Шевченківський
                        ·",1,847,0,0,0,0,0,0
,"вул. Воробкевича Сидора, 15",63500,50,2,Чернівці,"Шевченківський
                        ·",6,1270,0,1,0,1,0,0
,Фрідріха Раймунда Кайндля,94000,145,4,Чернівці,"Першотравневий
                        ·",3,648,0,0,1,1,0,0
,вул. Гребінки Євгена,34500,40,1,Чернівці,"Центр
                        ·",1,863,0,0,1,1,0,0
,"вул. Главки Йозефа, 16",35500,46,2,Чернівці,Чернівці,1,767,0,0,1,0,0,0
,"вул. Руська, 219Е",81016,77,3,Чернівці,"Федьковича
                        ·",8,1042,0,0,0,0,0,0
,"вул. Вокзальна(Гагаріна Юрія), 46",31000,27,1,Чернівці,"Шевченківський
                        ·",1,1144,0,0,0,0,0,0
,вул. Дергача Леоніда,50000,46,2,Чернівці,"Шевченківський
                        ·",1,1087,0,0,0,0,1,0
,пров. Щербанюка Олександра,68000,70,2,Чернівці,"Шевченківський
                        ·",5,966,0,0,0,0,0,0
,"вул. Рівненська, 7",105000,92,3,Чернівці,"Шевченківський
                        ·",5,1141,0,0,1,0,0,0
,вул. Рогатинська,31500,45,2,Чернівці,Чернівці,1,700,0,0,1,0,0,0
,"вул. Руська, 229",65800,94,3,Чернівці,Чернівці,8,699,0,0,1,0,0,0
,"вул. Гузар Ольги, 19",76000,101,2,Чернівці,"Героїв Майдану
                        ·",4,752,1,0,1,0,0,0
,"вул. Південно-Кільцева, 1Б",38000,47,2,Чернівці,"П.-Кільцева
                        ·",8,810,0,0,1,0,0,0
,вул. Комарова Володимира,34000,26,1,Чернівці,"Шевченківський
                        ·",4,1333,0,0,1,0,0,0
,вул. Каспрука Павла,199000,245,5,Чернівці,"Шевченківський
                        ·",5,813,0,1,0,1,0,0
