,title,price,squer,room,city,addres,floor,metr,new_rem,auction,quiet_area,furniture,center,parking,full_address,latitude,longitude
1430,"вул. Гетьмана Івана Мазепи, 164",164000,88,3,Івано-Франківськ,Івано-Франківськ,3,1864,0,1,0,0,0,0,"вул. Гетьмана Івана Мазепи, 164, Івано-Франківськ, Україна",48.5255787,25.061053241951896
1432,"вул. Тролейбусна, 28",48000,55,2,Івано-Франківськ,"Пасічна
                        ·",4,873,0,1,0,0,0,0,"вул. Тролейбусна, 28, Івано-Франківськ, Україна",48.9479743,24.707151564703796
1433,"вул. Приозерна, 57",65000,44,1,Івано-Франківськ,Івано-Франківськ,1,1477,0,0,1,0,0,0,"вул. Приозерна, 57, Івано-Франківськ, Україна",48.9124902,24.68215014618266
1434,вул. Юліана Пелеша(Крайківського),66215,70,2,Івано-Франківськ,"Княгинин
                        ·",4,950,0,0,0,0,0,0,"вул. Юліана Пелеша(Крайківського), Івано-Франківськ, Україна",48.9341477,24.7119741
1435,вул. Довженка О.,27300,42,1,Івано-Франківськ,"Бам
                        ·",2,650,0,0,0,0,0,0,"вул. Довженка О., Івано-Франківськ, Україна",48.9035038,24.6941006
1436,"вул. Ленкавського, 2А",59160,69,2,Івано-Франківськ,"Кант
                        ·",7,853,0,0,0,0,0,0,"вул. Ленкавського, 2А, Івано-Франківськ, Україна",48.9156643,24.6841499
1437,вул. Вовчинецька,90000,110,3,Івано-Франківськ,"Центр
                        ·",2,818,0,0,0,0,1,1,"вул. Вовчинецька, Івано-Франківськ, Україна",48.9265102,24.7178079
1438,вул. Угорницька,78000,110,3,Івано-Франківськ,"Майзлі
                        ·",7,709,0,1,0,0,0,0,"вул. Угорницька, Івано-Франківськ, Україна",48.9184103,24.7411029
1439,вул. Горбачевського,45064,69,2,Івано-Франківськ,"Пасічна
                        ·",10,650,0,0,0,0,0,0,"вул. Горбачевського, Івано-Франківськ, Україна",48.9424,24.6908613
1440,"вул. Целевича Юліана, 4",48070,66,2,Івано-Франківськ,"Пасічна
                        ·",9,730,0,0,0,0,0,0,"вул. Целевича Юліана, 4, Івано-Франківськ, Україна",48.9399708,24.7036588
1441,вул. Незалежності,40000,45,2,Івано-Франківськ,"Центр
                        ·",2,889,0,0,0,1,0,0,"вул. Незалежності, Івано-Франківськ, Україна",48.9161382,24.7341138
1442,"вул. Хоткевича Гната, 50",37000,45,2,Івано-Франківськ,"Брати
                        ·",5,831,1,1,1,0,0,0,"вул. Хоткевича Гната, 50, Івано-Франківськ, Україна",48.922591,24.74118488623654
1443,вул. Чорновола,93000,188,4,Івано-Франківськ,"Центр
                        ·",5,495,0,0,0,0,1,0,"вул. Чорновола, Івано-Франківськ, Україна",48.9182124,24.7068878
1444,вул. Миколайчука Івана,64999,94,3,Івано-Франківськ,"Каскад
                        ·",6,691,0,1,0,0,0,0,"вул. Миколайчука Івана, Івано-Франківськ, Україна",48.9321407,24.7437334
1445,вул. Височана Семена,46800,65,2,Івано-Франківськ,"Центр
                        ·",7,720,0,0,0,0,1,0,"вул. Височана Семена, Івано-Франківськ, Україна",48.9482331,24.7508025
1446,"вул. Карпатська, 17А",65500,72,3,Івано-Франківськ,"Центр
                        ·",4,910,0,0,1,0,1,0,"вул. Карпатська, 17А, Івано-Франківськ, Україна",48.930049,24.6982209625
1448,"вул. Хоткевича Гната, 65",48000,120,3,Івано-Франківськ,"Брати
                        ·",9,400,0,0,1,0,0,0,"вул. Хоткевича Гната, 65, Івано-Франківськ, Україна",48.924033249999994,24.73778674232947
1449,"вул. Івасюка, 54",29900,39,1,Івано-Франківськ,"Івасюка Надрічна
                        ·",3,771,0,0,0,0,0,0,"вул. Івасюка, 54, Івано-Франківськ, Україна",48.92536665,24.741982950530115
1450,вул. Пулюя І.,32000,42,2,Івано-Франківськ,"Центр
                        ·",1,762,0,0,1,0,1,0,"вул. Пулюя І., Івано-Франківськ, Україна",48.9321468,24.6997326
1451,Калуське шосе,45000,68,2,Івано-Франківськ,"Пасічна
                        ·",3,662,0,0,1,0,0,0,"Калуське шосе, Івано-Франківськ, Україна",48.9457856,24.6923607
1452,вул. Довга,34500,31,1,Івано-Франківськ,"Центр
                        ·",5,1113,0,0,0,1,1,0,"вул. Довга, Івано-Франківськ, Україна",48.9300413,24.7055127
1453,пров. Ключний,68980,125,3,Івано-Франківськ,"Позитрон
                        ·",10,552,0,0,0,0,0,0,"пров. Ключний, Івано-Франківськ, Україна",48.9384414,24.7555229
1454,"вул. Переяславська, 21",52500,72,3,Івано-Франківськ,"Центр
                        ·",7,729,0,0,1,1,0,0,"вул. Переяславська, 21, Івано-Франківськ, Україна",48.91430575,24.723582941261345
1455,"вул. Височана Семена, 18",42000,53,2,Івано-Франківськ,"Центр
                        ·",14,797,0,0,1,0,1,0,"вул. Височана Семена, 18, Івано-Франківськ, Україна",48.6190495,24.5450229
1456,вул. Целевича Юліана,62000,62,2,Івано-Франківськ,"Пасічна
                        ·",8,1005,0,0,1,0,0,0,"вул. Целевича Юліана, Івано-Франківськ, Україна",48.9424223,24.7036101
1457,"вул. Кобилянської, 20",31306,40,1,Івано-Франківськ,"Центр
                        ·",2,789,0,0,0,0,0,0,"вул. Кобилянської, 20, Івано-Франківськ, Україна",48.93092985,24.71848765503261
1458,"вул. Галицька, 109",32500,62,3,Івано-Франківськ,"Центр
                        ·",1,526,0,0,0,0,1,0,"вул. Галицька, 109, Івано-Франківськ, Україна",48.93542175,24.704674599094243
1460,вул. Лепкого Б.,39500,54,2,Івано-Франківськ,"Центр
                        ·",3,731,0,0,0,0,1,0,"вул. Лепкого Б., Івано-Франківськ, Україна",48.9204319,24.7194931
1461,вул. Івасюка,54000,44,1,Івано-Франківськ,Івано-Франківськ,2,1227,0,0,1,1,0,0,"вул. Івасюка, Івано-Франківськ, Україна",48.9383386,24.738786
1462,"вул. Угорницька, 16",55000,67,2,Івано-Франківськ,"Івасюка Надрічна
                        ·",5,821,0,0,0,0,0,0,"вул. Угорницька, 16, Івано-Франківськ, Україна",48.9192353,24.74204230581421
1463,вул. Симоненка Василя,62500,53,1,Івано-Франківськ,"Каскад
                        ·",7,1179,0,1,0,0,0,0,"вул. Симоненка Василя, Івано-Франківськ, Україна",48.9407454,24.7461611
1464,вул. Довбуша,19289,36,1,Івано-Франківськ,"Коновальця Чорновола
                        ·",2,540,0,0,1,0,0,0,"вул. Довбуша, Івано-Франківськ, Україна",48.9300858,24.7172996
1466,вул. Героїв Миколаєва(Сєченова),41500,35,1,Івано-Франківськ,"Майзлі
                        ·",10,1186,0,0,0,0,0,0,"вул. Героїв Миколаєва(Сєченова), Івано-Франківськ, Україна",48.9146097,24.753988
1467,вул. Надрічна,28210,40,1,Івано-Франківськ,"Набережна Княгинин
                        ·",10,700,0,0,0,0,0,0,"вул. Надрічна, Івано-Франківськ, Україна",48.939622,24.7364658
1468,"вул. Національної Гвардії, 14М",85000,95,3,Івано-Франківськ,"Центр
                        ·",2,895,0,0,0,0,1,0,"вул. Національної Гвардії, 14М, Івано-Франківськ, Україна",48.90844035,24.704056328751015
1469,вул. Зв'язкова,68450,68,2,Івано-Франківськ,"Центр
                        ·",4,1005,0,0,0,0,1,0,"вул. Зв'язкова, Івано-Франківськ, Україна",48.9269615,24.7001141
1470,"вул. Побутова, 4",52000,82,3,Івано-Франківськ,"Коновальця Чорновола
                        ·",7,634,0,0,1,0,0,0,"вул. Побутова, 4, Івано-Франківськ, Україна",48.90530245,24.716694226150036
1471,"вул. Івасюка, 82",84643,87,3,Івано-Франківськ,"Центр
                        ·",10,976,0,0,0,0,0,0,"вул. Івасюка, 82, Івано-Франківськ, Україна",48.916591249999996,24.740709086701912
1472,вул. Княгинин,29750,43,1,Івано-Франківськ,·,3,700,0,0,0,0,1,1,"вул. Княгинин, Івано-Франківськ, Україна",48.9354294,24.7088514
1473,вул. Залізнична,42500,38,1,Івано-Франківськ,"Центр
                        ·",8,1118,0,0,0,0,1,0,"вул. Залізнична, Івано-Франківськ, Україна",48.9209534,24.7248951
1474,"вул. Хмельницького Богдана, 73",59000,49,1,-,Івано-Франківськ,3,1204,0,0,0,1,0,0,"вул. Хмельницького Богдана, 73, -, Україна",49.8510975,24.0293138
1475,"вул. Горбачевського, 21",46449,99,3,Івано-Франківськ,"Пасічна
                        ·",4,467,0,0,1,0,0,0,"вул. Горбачевського, 21, Івано-Франківськ, Україна",48.94247205,24.6911632
